model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,207087.45,2024-06-07,2024-07-12,Maryland,558.3,0,82.0,7.0,5,150.0,455
Tesla Model Y,Performance,Stealth Grey,Electric,Automatic,61423.72,2023-08-08,2023-10-19,Colorado,295.3,0,93.2,4.0,7,153.9,705
Tesla Cybertruck,Standard Range,Pearl White,Electric,Automatic,70312.82,2023-09-25,2023-12-14,Massachusetts,489.8,0,61.3,1.9,5,160.3,624
Tesla Model X,Long Range,Pearl White,Electric,Automatic,110860.27,2023-07-05,2023-08-21,Washington,338.3,0,60.1,9.9,7,140.2,663
Tesla Model S,Performance,Midnight Silver Metallic,Electric,Automatic,85744.7,2023-06-02,2023-06-25,Maryland,347.9,0,79.8,1.7,5,155.0,443
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,132864.94,2024-05-23,2024-08-06,Illinois,335.3,0,89.1,9.7,7,156.2,820
Tesla Roadster,Performance,Pearl White,Electric,Automatic,208541.11,2024-02-01,2024-02-05,Colorado,401.8,0,72.9,1.7,5,161.2,598
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,105338.85,2024-01-02,2024-02-24,Washington,347.2,0,67.2,9.4,7,165.3,518
Tesla Model X,Performance,Pearl White,Electric,Automatic,112212.0,2023-12-29,2024-02-25,Washington,339.8,0,95.4,5.5,7,142.8,447
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,93999.61,2023-07-06,2023-09-11,Virginia,404.4,0,82.5,5.4,5,145.3,624
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,113539.05,2023-06-18,2023-07-08,Maryland,328.6,0,64.1,1.7,5,163.6,644
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,61849.56,2024-01-06,2024-01-30,California,475.9,0,64.9,5.6,5,165.1,588
Tesla Model S,Performance,Ultra Red,Electric,Automatic,102751.51,2025-02-11,2025-03-12,Massachusetts,384.0,0,78.7,11.5,5,143.5,612
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,102587.55,2024-02-29,2024-04-01,Illinois,357.2,0,98.4,9.5,5,150.8,607
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,53559.54,2025-01-08,2025-03-03,Oregon,319.6,0,77.0,10.1,5,158.0,591
Tesla Model S,Plaid,Deep Blue Metallic,Electric,Automatic,89634.98,2024-08-25,2024-09-24,Massachusetts,334.2,0,75.3,0.7,5,143.8,554
Tesla Roadster,Standard Range,Pearl White,Electric,Automatic,201082.46,2025-02-14,2025-04-02,Nevada,407.0,0,68.7,5.6,5,162.1,650
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,59370.07,2023-05-20,2023-08-01,Washington,306.8,0,97.7,7.9,7,157.3,717
Tesla Model X,Long Range,Stealth Grey,Electric,Automatic,133199.68,2023-08-27,2023-11-06,Maryland,325.6,0,97.7,2.8,7,162.0,601
Tesla Roadster,Plaid,Red Multi-Coat,Electric,Automatic,249393.05,2023-05-05,2023-06-21,Colorado,422.8,0,63.6,11.8,5,152.8,537
Tesla Model S,Plaid,Ultra Red,Electric,Automatic,111528.75,2023-07-31,2023-08-02,Nevada,377.8,0,66.8,7.3,5,151.2,449
Tesla Model S,Performance,Pearl White,Electric,Automatic,118153.24,2025-01-24,2025-03-20,Texas,328.8,0,90.2,6.6,5,158.0,492
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,46469.91,2024-06-20,2024-07-27,Oregon,314.6,0,89.2,1.5,7,163.3,865
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,83584.53,2024-09-04,2024-12-02,Massachusetts,395.2,0,98.5,8.1,5,143.9,473
Tesla Model S,Standard Range,Deep Blue Metallic,Electric,Automatic,82865.47,2024-12-22,2025-01-04,New York,325.7,0,78.3,11.2,5,140.4,528
Tesla Model 3,Standard Range,Midnight Silver Metallic,Electric,Automatic,51954.79,2024-08-17,2024-10-18,Oregon,293.5,0,76.8,4.4,5,149.1,478
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,77694.91,2024-11-12,2024-12-26,Washington,356.3,0,95.4,8.6,5,148.0,499
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,66368.08,2023-10-21,2024-01-06,Nevada,272.4,0,98.7,3.5,7,140.1,510
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,245957.69,2024-12-01,2024-12-25,Arizona,597.9,0,82.7,0.7,5,144.5,565
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,67719.78,2023-08-30,2023-10-09,New York,281.8,0,89.5,1.0,7,156.0,667
Tesla Model Y,Long Range,Pearl White,Electric,Automatic,51465.98,2023-07-11,2023-07-21,Washington,281.1,0,79.5,11.7,7,141.0,816
Tesla Model S,Performance,Pearl White,Electric,Automatic,104871.9,2023-10-09,2023-12-05,Connecticut,341.7,0,99.4,0.7,5,140.4,440
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,81112.99,2023-12-12,2024-03-04,New Jersey,393.0,0,86.3,9.7,5,151.3,566
Tesla Model S,Performance,Solid Black,Electric,Automatic,76076.53,2024-12-25,2025-01-08,Maryland,401.9,0,62.3,9.8,5,168.8,638
Tesla Model X,Plaid,Red Multi-Coat,Electric,Automatic,128174.11,2024-11-16,2025-02-12,Illinois,335.1,0,76.3,9.6,7,166.2,440
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,52658.78,2025-03-21,2025-04-02,New Jersey,294.0,0,73.5,0.8,5,152.1,600
Tesla Model X,Plaid,Solid Black,Electric,Automatic,117389.09,2023-09-06,2023-09-07,Nevada,317.0,0,82.4,1.6,7,142.6,847
Tesla Roadster,Standard Range,Pearl White,Electric,Automatic,248368.05,2024-11-30,2025-02-11,Florida,465.2,0,68.1,0.6,5,145.4,570
Tesla Model 3,Performance,Pearl White,Electric,Automatic,49084.6,2023-11-02,2023-12-28,Massachusetts,308.3,0,95.5,10.7,5,145.2,515
Tesla Model X,Plaid,Pearl White,Electric,Automatic,138508.55,2023-10-08,2023-12-15,California,340.5,0,82.3,7.1,7,147.7,802
Tesla Model Y,Performance,Pearl White,Electric,Automatic,61520.54,2025-02-28,2025-03-25,Arizona,303.3,0,83.0,8.0,7,142.2,775
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,58348.59,2024-02-01,2024-04-06,New York,314.0,0,77.5,2.0,5,141.6,558
Tesla Roadster,Performance,Stealth Grey,Electric,Automatic,214505.9,2024-01-03,2024-01-31,Connecticut,482.4,0,61.9,4.9,5,146.1,547
Tesla Roadster,Performance,Stealth Grey,Electric,Automatic,209035.06,2024-11-22,2025-01-13,Maryland,487.8,0,89.2,2.0,5,160.5,564
Tesla Model 3,Standard Range,Solid Black,Electric,Automatic,42890.47,2024-02-03,2024-02-16,Colorado,280.0,0,83.3,1.3,5,156.1,470
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,108595.68,2024-10-24,2024-12-03,Connecticut,324.6,0,63.3,2.0,5,140.7,520
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,64725.34,2024-07-18,2024-08-16,Colorado,297.2,0,63.7,10.3,7,165.7,768
Tesla Roadster,Standard Range,Deep Blue Metallic,Electric,Automatic,229303.16,2023-07-07,2023-07-27,Washington,500.4,0,68.6,2.3,5,144.5,574
Tesla Model X,Long Range,Solid Black,Electric,Automatic,122068.99,2023-05-28,2023-06-22,Oregon,330.2,0,93.1,8.0,7,161.8,898
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,215153.32,2023-11-25,2024-02-08,Massachusetts,455.2,0,70.9,3.4,5,148.8,506
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,103833.62,2024-04-24,2024-07-14,Florida,363.7,0,63.9,4.9,5,148.6,485
Tesla Model S,Performance,Ultra Red,Electric,Automatic,122806.67,2023-09-26,2023-11-22,Colorado,391.5,0,86.6,6.1,5,164.4,583
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,219859.0,2023-07-10,2023-10-07,Connecticut,437.0,0,82.3,6.7,5,167.2,438
Tesla Cybertruck,Long Range,Stealth Grey,Electric,Automatic,62415.79,2023-12-30,2024-03-21,Colorado,411.0,0,75.0,2.4,5,169.8,538
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,58481.74,2024-08-21,2024-08-23,Nevada,284.8,0,65.2,2.3,7,156.3,831
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,242821.57,2023-05-24,2023-06-10,Maryland,521.5,0,63.1,3.6,5,158.8,558
Tesla Cybertruck,Long Range,Stealth Grey,Electric,Automatic,52943.03,2025-02-22,2025-03-28,Washington,454.8,0,81.5,7.8,5,146.4,493
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,85511.17,2024-05-25,2024-06-12,California,351.5,0,73.3,9.8,5,141.3,538
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,60991.42,2024-10-12,2024-10-17,Florida,298.0,0,74.3,4.1,7,157.3,709
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,64313.71,2025-03-01,2025-05-27,Illinois,259.7,0,61.1,9.3,5,141.0,451
Tesla Model S,Plaid,Solid Black,Electric,Automatic,89536.26,2024-07-02,2024-09-28,Connecticut,370.5,0,68.0,2.8,5,162.4,629
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,208753.02,2024-04-23,2024-05-26,New York,565.7,0,67.6,4.2,5,161.8,442
Tesla Roadster,Long Range,Pearl White,Electric,Automatic,218517.59,2023-08-01,2023-09-02,Colorado,451.3,0,99.9,9.4,5,169.3,538
Tesla Cybertruck,Plaid,Solid Black,Electric,Automatic,51153.4,2024-02-10,2024-03-25,Illinois,305.6,0,96.3,3.5,5,143.5,442
Tesla Model X,Long Range,Red Multi-Coat,Electric,Automatic,89785.13,2025-02-24,2025-04-03,Massachusetts,335.2,0,92.6,8.3,7,156.7,457
Tesla Cybertruck,Performance,Ultra Red,Electric,Automatic,65923.71,2024-10-08,2024-10-17,New Jersey,419.8,0,81.1,2.2,5,161.7,536
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,120426.51,2024-05-26,2024-08-19,New Jersey,403.4,0,62.3,9.7,5,140.1,600
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,73071.02,2024-06-25,2024-07-09,Texas,483.4,0,78.8,1.0,5,157.0,521
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,128538.16,2024-01-09,2024-01-22,Maryland,333.2,0,91.5,5.4,5,167.6,431
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,73981.53,2023-06-17,2023-08-22,Arizona,395.3,0,65.8,2.4,5,151.9,635
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,81036.09,2025-03-17,2025-05-17,Arizona,309.5,0,74.8,6.6,7,158.3,542
Tesla Model S,Long Range,Pearl White,Electric,Automatic,80596.52,2024-11-30,2025-01-07,Florida,349.3,0,69.4,1.8,5,160.7,608
Tesla Model 3,Long Range,Deep Blue Metallic,Electric,Automatic,45225.29,2024-07-15,2024-08-01,Colorado,294.1,0,73.7,11.1,5,161.9,629
Tesla Model X,Performance,Deep Blue Metallic,Electric,Automatic,97887.51,2024-09-30,2024-11-19,Virginia,331.0,0,89.7,6.5,7,154.5,742
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,46006.03,2024-03-25,2024-04-26,Virginia,264.6,0,88.3,9.2,7,155.4,710
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,227277.22,2024-06-14,2024-07-02,Nevada,495.0,0,89.8,4.4,5,161.3,646
Tesla Cybertruck,Long Range,Stealth Grey,Electric,Automatic,76624.58,2024-07-17,2024-10-14,Maryland,308.1,0,90.5,11.5,5,149.4,573
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,52403.5,2024-01-25,2024-02-28,California,301.4,0,66.4,2.4,7,169.7,710
Tesla Model X,Long Range,Pearl White,Electric,Automatic,131788.71,2023-11-01,2023-11-20,Massachusetts,314.1,0,84.1,9.9,7,157.9,483
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,48233.65,2024-12-19,2025-02-26,Arizona,321.9,0,66.1,8.4,5,146.9,543
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,61579.49,2024-07-03,2024-08-08,Virginia,313.2,0,80.9,6.9,5,150.7,435
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,65490.45,2023-12-19,2024-03-15,California,348.5,0,92.8,1.9,5,154.4,535
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,103990.56,2024-02-16,2024-05-10,Massachusetts,338.3,0,63.6,0.8,5,147.5,467
Tesla Model 3,Plaid,Red Multi-Coat,Electric,Automatic,48591.8,2023-07-25,2023-09-03,Nevada,294.6,0,62.7,9.4,5,161.9,574
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,88368.51,2023-06-01,2023-08-04,Colorado,327.2,0,72.7,4.5,7,148.5,459
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,77165.01,2024-04-25,2024-06-10,Texas,322.8,0,69.4,4.8,5,143.4,465
Tesla Model 3,Performance,Red Multi-Coat,Electric,Automatic,46950.41,2024-07-26,2024-08-06,New York,294.2,0,64.3,0.8,5,160.5,631
Tesla Cybertruck,Standard Range,Deep Blue Metallic,Electric,Automatic,58290.92,2024-11-02,2024-11-04,Washington,445.6,0,85.4,1.2,5,156.9,426
Tesla Model X,Plaid,Stealth Grey,Electric,Automatic,84908.78,2024-02-25,2024-03-22,Nevada,335.0,0,99.3,3.2,7,164.0,860
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,53345.2,2024-05-27,2024-07-10,Arizona,284.3,0,61.7,8.7,5,158.1,599
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,106868.54,2024-09-09,2024-10-14,Oregon,321.1,0,73.2,1.4,7,153.6,717
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,40943.04,2024-03-05,2024-03-30,Oregon,282.7,0,91.8,7.9,5,151.6,618
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,67997.97,2024-03-01,2024-05-01,New Jersey,404.5,0,69.2,2.5,5,157.7,623
Tesla Model S,Long Range,Ultra Red,Electric,Automatic,104276.14,2023-08-28,2023-09-09,Illinois,370.7,0,84.2,0.9,5,140.3,432
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,44798.1,2024-07-04,2024-08-24,New Jersey,261.4,0,64.4,11.9,7,165.3,616
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,42699.82,2024-05-02,2024-05-03,California,311.3,0,87.5,8.7,5,144.3,449
Tesla Roadster,Long Range,Stealth Grey,Electric,Automatic,234212.76,2024-08-08,2024-10-31,Maryland,467.9,0,81.4,1.2,5,165.0,617
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,211717.92,2024-06-12,2024-07-11,Colorado,580.1,0,81.8,7.4,5,161.7,433
Tesla Model Y,Standard Range,Solid Black,Electric,Automatic,52283.75,2023-04-19,2023-05-24,Nevada,273.3,0,76.4,10.4,7,141.7,511
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,63762.73,2024-06-25,2024-07-29,Texas,260.0,0,62.0,11.6,5,145.2,617
Tesla Model 3,Performance,Deep Blue Metallic,Electric,Automatic,48213.69,2023-09-06,2023-10-07,Illinois,313.2,0,86.5,6.9,5,147.5,495
Tesla Model 3,Performance,Midnight Silver Metallic,Electric,Automatic,44653.37,2024-10-22,2025-01-07,Washington,295.1,0,75.7,8.0,5,166.7,630
Tesla Model S,Plaid,Red Multi-Coat,Electric,Automatic,115073.98,2024-04-20,2024-05-06,Texas,341.2,0,77.3,4.0,5,152.8,439
Tesla Model X,Performance,Midnight Silver Metallic,Electric,Automatic,99422.17,2024-05-22,2024-08-03,Connecticut,344.0,0,81.8,2.3,7,158.6,790
Tesla Model 3,Performance,Solid Black,Electric,Automatic,50730.18,2024-08-16,2024-11-04,Virginia,286.5,0,82.7,6.1,5,163.5,433
Tesla Model X,Long Range,Solid Black,Electric,Automatic,85088.79,2023-09-11,2023-10-04,Florida,321.8,0,67.5,8.0,7,151.4,804
Tesla Model Y,Plaid,Deep Blue Metallic,Electric,Automatic,67637.69,2024-05-25,2024-08-12,Illinois,283.1,0,90.7,3.2,7,165.2,464
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,68686.99,2023-10-11,2024-01-01,Colorado,266.2,0,74.1,2.5,7,142.2,599
Tesla Cybertruck,Plaid,Red Multi-Coat,Electric,Automatic,56143.33,2024-01-06,2024-01-29,California,394.3,0,62.0,4.4,5,143.2,606
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,45070.59,2023-12-10,2023-12-28,Colorado,325.8,0,64.7,7.7,5,159.1,550
Tesla Model 3,Performance,Midnight Silver Metallic,Electric,Automatic,51693.31,2023-11-04,2024-01-16,New Jersey,290.2,0,94.7,2.5,5,154.0,474
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,59178.66,2024-01-01,2024-01-28,Arizona,276.9,0,93.4,3.9,7,152.4,506
Tesla Model X,Performance,Stealth Grey,Electric,Automatic,125802.27,2024-12-11,2025-01-25,Massachusetts,324.2,0,62.7,0.7,7,148.2,658
Tesla Roadster,Plaid,Ultra Red,Electric,Automatic,232951.84,2024-12-28,2025-02-05,Nevada,514.2,0,90.7,8.8,5,169.9,465
Tesla Model S,Plaid,Midnight Silver Metallic,Electric,Automatic,91603.88,2023-12-02,2024-01-17,Virginia,397.6,0,93.9,10.6,5,156.6,649
Tesla Model 3,Long Range,Deep Blue Metallic,Electric,Automatic,48202.06,2023-11-27,2023-12-22,New York,309.0,0,78.4,4.5,5,143.3,557
Tesla Model X,Long Range,Pearl White,Electric,Automatic,103516.71,2023-10-10,2023-12-24,Colorado,344.4,0,76.9,10.7,7,142.6,677
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,102319.32,2024-03-12,2024-03-24,Texas,353.3,0,88.6,4.8,5,165.3,436
Tesla Model S,Plaid,Ultra Red,Electric,Automatic,106793.66,2024-03-29,2024-05-23,Maryland,355.3,0,66.7,9.1,5,164.0,496
Tesla Model Y,Performance,Ultra Red,Electric,Automatic,60309.45,2024-11-15,2025-01-28,Maryland,290.1,0,98.5,8.3,7,140.9,590
Tesla Model Y,Performance,Pearl White,Electric,Automatic,48328.49,2023-11-22,2023-12-22,Illinois,312.3,0,75.3,6.2,7,155.6,865
Tesla Model S,Plaid,Ultra Red,Electric,Automatic,123293.41,2024-09-01,2024-11-11,New Jersey,356.4,0,71.2,3.1,5,169.0,491
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,129670.01,2024-08-12,2024-10-10,Illinois,379.5,0,71.7,5.1,5,142.5,539
Tesla Model Y,Long Range,Solid Black,Electric,Automatic,60639.1,2024-06-21,2024-09-14,Colorado,274.5,0,95.1,1.3,7,157.6,591
Tesla Cybertruck,Long Range,Midnight Silver Metallic,Electric,Automatic,51060.14,2023-09-27,2023-11-22,Connecticut,339.7,0,98.5,7.7,5,167.3,526
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,137152.24,2023-12-09,2024-03-08,Colorado,320.0,0,93.9,0.9,7,169.1,570
Tesla Model 3,Long Range,Deep Blue Metallic,Electric,Automatic,50630.47,2024-02-15,2024-05-10,Oregon,274.3,0,82.7,8.8,5,146.4,475
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,115406.26,2024-12-03,2025-02-11,Connecticut,339.7,0,61.7,6.0,7,159.4,673
Tesla Roadster,Performance,Stealth Grey,Electric,Automatic,221947.91,2024-06-02,2024-07-01,Maryland,427.8,0,85.8,6.3,5,161.0,494
Tesla Model Y,Long Range,Midnight Silver Metallic,Electric,Automatic,56595.39,2023-10-18,2023-12-06,New Jersey,288.2,0,96.3,9.0,7,142.7,509
Tesla Model X,Standard Range,Red Multi-Coat,Electric,Automatic,125702.25,2024-05-28,2024-07-30,Connecticut,306.9,0,99.9,7.2,7,143.7,508
Tesla Roadster,Performance,Red Multi-Coat,Electric,Automatic,212883.04,2023-07-05,2023-08-03,Virginia,462.5,0,94.8,5.1,5,155.0,571
Tesla Model S,Performance,Midnight Silver Metallic,Electric,Automatic,124755.93,2024-04-11,2024-06-14,New Jersey,359.7,0,61.6,5.3,5,161.7,618
Tesla Model Y,Standard Range,Solid Black,Electric,Automatic,69138.71,2023-10-20,2023-11-25,Maryland,264.5,0,63.8,4.4,7,167.7,685
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,50358.96,2024-11-09,2024-12-03,Washington,255.2,0,65.5,5.6,5,157.9,567
Tesla Model S,Performance,Midnight Silver Metallic,Electric,Automatic,116836.96,2023-06-20,2023-08-11,Nevada,391.5,0,70.7,1.7,5,147.6,530
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,64008.04,2023-04-04,2023-04-29,Illinois,419.3,0,76.7,4.6,5,154.7,623
Tesla Model X,Standard Range,Deep Blue Metallic,Electric,Automatic,82940.37,2023-11-11,2023-12-10,Illinois,305.9,0,86.6,6.6,7,143.6,663
Tesla Roadster,Performance,Stealth Grey,Electric,Automatic,229349.79,2023-04-12,2023-06-19,Illinois,465.3,0,61.6,8.2,5,159.2,613
Tesla Model X,Plaid,Stealth Grey,Electric,Automatic,136601.39,2023-05-30,2023-07-05,Colorado,332.6,0,98.5,6.0,7,151.7,672
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,50976.81,2023-07-26,2023-09-29,New York,313.5,0,62.8,7.4,7,169.8,776
Tesla Model S,Plaid,Deep Blue Metallic,Electric,Automatic,119675.47,2025-01-10,2025-03-18,Washington,346.3,0,89.5,6.9,5,140.9,626
Tesla Model S,Plaid,Solid Black,Electric,Automatic,123910.24,2024-01-03,2024-01-07,Connecticut,397.2,0,69.4,1.5,5,155.5,490
Tesla Model X,Plaid,Ultra Red,Electric,Automatic,135469.56,2024-09-18,2024-09-19,Virginia,331.1,0,62.6,1.2,7,146.3,806
Tesla Roadster,Plaid,Red Multi-Coat,Electric,Automatic,216667.67,2024-01-10,2024-04-05,New Jersey,482.7,0,88.9,3.2,5,143.3,621
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,70054.57,2023-09-29,2023-12-23,Florida,483.1,0,93.0,1.6,5,143.0,539
Tesla Cybertruck,Standard Range,Solid Black,Electric,Automatic,57092.08,2024-11-14,2024-12-22,Oregon,314.7,0,64.1,3.4,5,157.4,556
Tesla Model S,Plaid,Red Multi-Coat,Electric,Automatic,89977.02,2023-06-16,2023-07-24,Massachusetts,395.0,0,86.0,6.2,5,168.5,495
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,75357.02,2025-02-04,2025-03-07,Texas,321.1,0,66.2,11.4,5,141.3,603
Tesla Model X,Long Range,Pearl White,Electric,Automatic,87747.7,2024-03-25,2024-05-18,Florida,345.4,0,98.1,9.9,7,151.5,545
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,128611.55,2024-01-27,2024-04-13,Maryland,338.2,0,89.0,6.6,5,150.2,628
Tesla Roadster,Performance,Pearl White,Electric,Automatic,248187.6,2024-10-28,2025-01-04,Illinois,549.5,0,65.0,4.7,5,160.2,573
Tesla Cybertruck,Performance,Deep Blue Metallic,Electric,Automatic,56185.89,2024-04-27,2024-05-26,Connecticut,308.8,0,76.7,5.7,5,154.4,531
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,63907.15,2024-10-11,2024-11-04,Colorado,292.9,0,64.5,2.0,5,160.2,553
Tesla Model S,Long Range,Ultra Red,Electric,Automatic,116762.4,2024-06-05,2024-09-03,Colorado,346.6,0,68.7,3.5,5,148.7,588
Tesla Roadster,Standard Range,Pearl White,Electric,Automatic,221499.74,2023-05-02,2023-07-02,Florida,589.4,0,70.1,3.6,5,155.9,526
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,40864.54,2025-01-23,2025-03-12,Connecticut,312.9,0,73.8,9.7,5,153.6,452
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,50377.94,2025-02-13,2025-04-22,Colorado,270.3,0,87.6,8.4,5,169.5,572
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,68407.11,2025-03-08,2025-05-04,Oregon,310.2,0,69.6,3.4,7,142.8,872
Tesla Roadster,Performance,Solid Black,Electric,Automatic,211290.86,2024-04-11,2024-06-03,New Jersey,541.9,0,80.4,9.2,5,158.9,553
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,210712.44,2023-11-17,2024-01-03,Colorado,515.4,0,75.2,3.8,5,141.4,560
Tesla Roadster,Long Range,Red Multi-Coat,Electric,Automatic,238393.84,2024-09-10,2024-10-13,Virginia,530.6,0,75.3,5.8,5,145.7,510
Tesla Model X,Standard Range,Pearl White,Electric,Automatic,133450.56,2024-10-24,2025-01-19,Oregon,313.9,0,97.2,10.8,7,163.0,628
Tesla Model S,Long Range,Solid Black,Electric,Automatic,98978.43,2023-10-01,2023-12-23,Florida,351.8,0,76.8,3.8,5,162.5,525
Tesla Model S,Long Range,Pearl White,Electric,Automatic,129238.88,2023-08-26,2023-10-12,Connecticut,356.6,0,75.4,6.2,5,155.4,613
Tesla Model Y,Performance,Midnight Silver Metallic,Electric,Automatic,63491.64,2023-09-02,2023-11-25,California,272.6,0,88.0,2.7,7,154.2,640
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,223544.76,2023-04-05,2023-06-07,Washington,427.4,0,91.5,8.9,5,169.1,556
Tesla Model Y,Standard Range,Ultra Red,Electric,Automatic,69470.62,2023-10-19,2023-11-18,New York,285.5,0,83.3,1.0,7,144.4,829
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,94378.47,2025-03-19,2025-04-27,New York,312.2,0,74.7,10.3,7,146.8,494
